book,genre,store,date,sale
"Al Capone Does My Shirts",Novel,Gentofte,2005-05-05,15
"The Other Wind","Science Fiction","Sorø",2005-11-02,17
"The Afghan Campaign",Fiction,Nyborg,2005-12-13,81
"The Magician's Apprentice",Fantasy,"Køge",2005-06-15,97
"Race Against Time",Mystery,Randers,2005-06-02,67
"River of Gods","Science Fiction","Sønderborg",2005-09-05,41
"Sense and Sensibility and Sea Monsters",Thriller,Vejle,2005-12-30,80
Luna,"Transgender and transsexual fiction",Gentofte,2005-11-20,27
"The Kennel Murder Case",Mystery,Vordingborg,2005-07-08,68
"The Cellar","Speculative fiction","Hillerød",2005-01-17,67
"Whale Talk","Children's literature","Hjørring",2005-01-06,63
"Bad Luck and Trouble",Thriller,Viborg,2005-05-01,27
"The Riding Club Crime","Children's literature",Nakskov,2005-07-01,30
"Martin the Warrior","Children's literature","Helsingør",2005-08-21,99
"A Wizard of Mars",Fantasy,"Holbæk",2005-02-15,53
"Tarzan and the Jewels of Opar","Science Fiction","Nørresundby",2005-12-05,42
"The Gilded Age: A Tale of Today",Novel,Gentofte,2005-01-22,43
"Goddess of Yesterday","Speculative fiction",Aalborg,2005-12-11,25
"The Serpent's Shadow","Speculative fiction",Holstebro,2005-07-10,74
"Far Rainbow","Science Fiction",Kolding,2005-06-15,30
Red,Thriller,Viborg,2005-02-24,54
"The Scarlatti Inheritance",Thriller,Kalundborg,2005-05-17,97
"The Great Dinosaur Robbery","Detective fiction",Roskilde,2005-05-20,24
"The Looney: An Irish Fantasy",Comedy,Maribo,2005-12-16,94
"The Parrot's Theorem",Novel,"Sønderborg",2005-03-29,84
"He Who Whispers",Mystery,Herning,2005-12-08,96
"The Genocidal Healer","Science Fiction",Nyborg,2005-05-07,53
"The Anti-Pamela; or Feign’d Innocence Detected",Parody,Horsens,2005-02-09,14
"Dead Famous",Mystery,Maribo,2005-03-14,57
"The Wyvern's Spur","Speculative fiction",Gentofte,2005-06-28,38
"The Evolution of Calpurnia Tate","Historical fiction",Nakskov,2005-11-13,53
Beastly,Thriller,"Nørresundby",2005-11-16,50
"The Great Ghost Rescue","Children's literature",Skive,2005-03-04,35
"No Promises in the Wind","Children's literature","Hjørring",2005-11-09,42
"The Execution Channel","Alternate history","Sønderborg",2005-08-07,74
"Both Sides of Time","Children's literature",Slagelse,2005-01-20,67
"Nights at the Circus","Speculative fiction",Haderslev,2005-09-05,12
"The Way to Dusty Death",Thriller,Aabenraa,2005-04-04,40
"The Computer That Said Steal Me","Children's literature",Viborg,2005-10-12,84
"The Historian",Horror,Randers,2005-03-13,34
"Altered Carbon","Science Fiction",Kolding,2005-02-08,97
Premonitions,"Science Fiction",Herning,2005-03-10,10
Shadowslayers,Fantasy,Odense,2005-02-21,61
"Tim the Tiny Horse At Large",Fantasy,Randers,2005-09-16,90
"Tell England",Fiction,Frederiksberg,2005-06-05,29
Superstitious,"Speculative fiction",Haderslev,2005-10-24,72
"City of Light",Fiction,"Hillerød",2005-02-13,70
"Faery in Shadow","Speculative fiction",Horsens,2005-12-03,100
"The Daughters of the Late Colonel",Fiction,Thisted,2005-03-19,50
Mutation,Thriller,"Hjørring",2005-07-27,66
"Flinx Transcendent","Science Fiction",Aalborg,2005-03-20,40
"Septimus Heap: The Magykal Papers",Fantasy,Thisted,2005-01-25,91
"Last Son of Krypton","Science Fiction",Slagelse,2005-05-09,16
"Hunter in the Dark","Children's literature",Silkeborg,2005-02-23,20
"The Wounded Sky","Science Fiction",Viborg,2005-10-18,7
"Sard Harker",Fiction,Ribe,2005-10-02,73
"Iggie's House","Children's literature","Hillerød",2005-12-04,66
"First Love",Novel,Maribo,2005-07-12,99
Aladore,Fantasy,Frederikshavn,2005-07-08,98
"The Enchanted Island of Yew","Speculative fiction",Aalborg,2005-08-03,88
"The Brief Wondrous Life of Oscar Wao",Fiction,Ribe,2005-07-23,69
"The Diamond Smugglers",Non-fiction,Skagen,2005-09-15,89
"The Scrambled States of America Talent Show",Fiction,Copenhagen,2005-04-12,36
"Little Soldier","Children's literature","Tønder",2005-05-13,79
Radiant,"Science Fiction",Skagen,2005-08-15,35
"Lives of the Saints",Novel,Nyborg,2005-01-20,85
"His Family",Fiction,"Sorø",2005-08-31,70
"Islands in the Stream",Novel,Roskilde,2005-04-28,84
"David Starr, Space Ranger","Science Fiction",Herning,2005-08-11,39
"The Monstrumologist","Young adult literature",Skive,2005-08-11,99
"The Exorcist","Science Fiction",Haderslev,2005-02-07,52
"In the Lake of the Woods",Mystery,Aarhus,2005-11-16,95
"The Song of Kahunsha",Fiction,Silkeborg,2005-09-21,41
"Five Point Someone - What not to do at IIT",Fiction,"Hillerød",2005-07-16,73
"Igraine The Brave","Children's literature",Thisted,2005-03-02,41
"Engaging the Muslim World",Non-fiction,Gentofte,2005-02-26,10
"The Adolescence of P-1","Science Fiction",Kalundborg,2005-05-22,34
"Undead and Unpopular",Horror,Esbjerg,2005-07-26,96
"Bill, the Galactic Hero","Science Fiction","Køge",2005-10-17,19
"Jonathan Strange & Mr Norrell","Alternate history","Tønder",2005-01-11,94
"Smuggler's Moon","Crime Fiction","Helsingør",2005-01-21,55
"Le Docteur Pascal",Novel,Fredericia,2005-03-21,91
"The Four of Hearts",Mystery,Nakskov,2005-06-25,61
"Lucky Jim","Comic novel",Copenhagen,2005-05-21,9
"Jack Pumpkinhead of Oz","Speculative fiction",Odense,2005-04-22,38
"The Sons of Heaven","Science Fiction","Køge",2005-06-12,65
"A Guilty Thing Surprised","Crime Fiction",Viborg,2005-12-04,16
"The Flanders Panel","Crime Fiction","Helsingør",2005-05-19,52
"1636: The Saxon Uprising","Alternate history",Silkeborg,2005-05-11,41
"The Quickie",Fiction,Esbjerg,2005-11-27,45
Bedlam,"Young adult literature",Thisted,2005-01-10,72
Paleo,"Speculative fiction",Silkeborg,2005-07-24,58
Exile,"Science Fiction",Holstebro,2005-09-17,11
"Hayduke Lives","Speculative fiction",Holstebro,2005-02-09,63
"The Dragon Waiting: A Masque of History","Alternate history","Holbæk",2005-07-01,55
"Victim: The Other Side of Murder","True crime",Aabenraa,2005-12-08,91
"Cloud Boy","Children's literature",Viborg,2005-01-27,42
"Dragon's Fire","Science Fiction",Odense,2005-09-04,49
"Murder Must Advertise",Mystery,"Hillerød",2005-05-11,72
"The Eye of Night",Fantasy,"Sønderborg",2005-03-17,45
"This Sweet Sickness",Mystery,Roskilde,2005-10-02,36
"Fine Things",Fiction,Kalundborg,2005-01-15,22
"Eye of the Labyrinth",Fantasy,"Sorø",2005-06-14,93
"Mike Mulligan and His Steam Shovel","Children's literature",Frederiksberg,2005-06-03,55
Maestro,Bildungsroman,Haderslev,2005-01-03,30
"A Small Place in Italy","Autobiographical novel",Frederikshavn,2005-07-08,81
"The Ear, the Eye, and the Arm","Science Fiction","Nørresundby",2005-12-18,10
Ash,"Young adult literature",Aalborg,2005-10-16,88
Arrhythmia,Novel,"Sorø",2005-04-21,63
"You Can't Live Forever","Crime Fiction",Svendborg,2005-04-13,75
"Prince of Chaos","Speculative fiction",Ribe,2005-10-30,45
"Infinite Jest","Science Fiction",Kalundborg,2005-09-21,40
"Solitary Man",Fantasy,Silkeborg,2005-11-27,71
"The Master and His Emissary",Psychology,"Nykøbing Falster",2005-11-15,81
Olympos,"Science Fiction",Copenhagen,2005-04-03,90
"True Grit",Western,Randers,2005-08-21,22
"Murder House","Crime Fiction",Fredericia,2005-01-16,40
"The Lucky One",Novel,Skagen,2005-10-16,34
"Eight Lectures on Yoga",Spirituality,Copenhagen,2005-04-08,16
"Up from Jericho Tel","Young adult literature",Esbjerg,2005-08-23,21
"A Right to Die",Mystery,Skagen,2005-12-03,50
"Less Than Zero",Fiction,Thisted,2005-12-26,20
"Attack of the Mutant Underwear","Children's literature",Thisted,2005-07-23,35
"The Pilot: A Tale of the Sea","Historical novel",Kolding,2005-03-22,97
"The Anomalies",Fiction,Fredericia,2005-04-23,39
"The Informant",Autobiography,Gentofte,2005-02-04,62
"The London Eye Mystery",Mystery,Svendborg,2005-11-02,99
"The Cat Who Went Underground",Mystery,Horsens,2005-11-04,24
"Two Weeks with the Queen","Children's literature",Odense,2005-09-24,63
"Sang Pemimpi",Novel,Horsens,2005-12-28,72
"Roadside Picnic","Science Fiction",Randers,2005-05-20,90
"Irish Mist",Mystery,Nakskov,2005-03-21,14
"The Chameleon's Shadow","Crime Fiction",Viborg,2005-06-11,39
"The Demon Spirit","Speculative fiction","Køge",2005-07-26,20
"Fear Nothing",Thriller,"Nykøbing Falster",2005-06-14,36
"The Deed of Paksenarrion","Science Fiction",Thisted,2005-10-30,74
"The Life and Times of the Thunderbolt Kid: A Memoir",Autobiography,Nakskov,2005-01-19,28
"The Real Life of Sebastian Knight",Fiction,"Helsingør",2005-06-30,57
"Princess Academy","Children's literature","Sønderborg",2005-10-02,53
"The Clue of the Hissing Serpent",Mystery,Vordingborg,2005-03-12,89
"Winter Rose","Speculative fiction","Helsingør",2005-10-27,6
"A Big Boy did it and Ran Away","Crime Fiction",Esbjerg,2005-11-01,70
"Cities of the Plain","Western fiction",Esbjerg,2005-12-03,28
Excalibur,"Speculative fiction",Frederikshavn,2005-10-03,92
Blooded,"Science Fiction",Fredericia,2005-12-22,79
"Prayers for Rain","Crime Fiction",Kalundborg,2005-01-20,65
"The War in 2020","War novel",Frederiksberg,2005-09-01,52
"Thoughts of My Cats",Non-fiction,Silkeborg,2005-12-13,85
"The Absolute at Large","Science Fiction",Horsens,2005-10-19,19
"Keep on the Shadowfell","Role-playing game",Skive,2005-04-26,26
"Camelot 30K","Science Fiction",Aarhus,2005-06-01,89
"The Indestructible Man","Science Fiction",Roskilde,2005-01-16,87
"Wolves of the Calla","Science Fiction",Herning,2005-10-13,85
Radiant,"Science Fiction",Holstebro,2005-09-12,37
"Treasure of Khan",Fiction,"Køge",2005-08-02,45
Flush,"Young adult literature",Vejle,2005-09-10,5
"The English Teacher","Autobiographical novel",Odense,2005-03-27,82
"The Burning","Science Fiction","Hillerød",2005-11-12,29
"Mr. Popper's Penguins","Children's literature",Randers,2005-11-17,19
"The Night People","Science Fiction",Thisted,2005-11-07,46
"Principles of Economics",Treatise,"Nykøbing Falster",2005-12-13,52
"Whose Body?",Mystery,Viborg,2005-09-06,59
"The Door into Summer","Science Fiction",Horsens,2005-10-02,13
"Beyond the Frontier: Dreadnaught","Science Fiction",Fredericia,2005-06-05,17
"Song Quest","Science Fiction",Skive,2005-06-15,90
Ilium/Olympus,"Science Fiction","Hillerød",2005-11-03,81
Unseen,Horror,"Holbæk",2005-02-12,78
"Native Speaker",Fiction,Frederikshavn,2005-06-02,9
"The Outward Urge","Science Fiction",Horsens,2005-09-25,72
"2nd Chance","Crime Fiction",Kalundborg,2005-02-21,81
"Thirteen Reasons Why","Young adult literature",Aalborg,2005-01-23,84
"The Dungeons of Torgar",Gamebook,Roskilde,2005-05-28,24
"The First Man","Autobiographical novel","Helsingør",2005-08-10,88
"Never End","Crime Fiction",Kalundborg,2005-05-16,57
"The Krytos Trap","Science Fiction",Odense,2005-06-24,31
Sahara,Techno-thriller,Maribo,2005-06-07,47
"The Left Hand of Darkness","Science Fiction",Copenhagen,2005-03-18,80
"Freddy and Simon the Dictator","Comic novel","Nykøbing Falster",2005-02-03,87
"Dragons of Winter Night","Children's literature",Ribe,2005-05-10,77
"The Whitby Witches","Children's literature",Horsens,2005-02-18,9
"In The Garden of Iden","Science Fiction",Odense,2005-06-29,29
Triss,"Children's literature",Ribe,2005-10-27,78
"In Enemy Hands","Science Fiction",Randers,2005-07-11,98
"Ella Enchanted","Children's literature",Kolding,2005-05-03,58
"I Am a Barbarian","Historical novel","Helsingør",2005-05-19,7
"Pegasus in Space","Science Fiction",Maribo,2005-08-05,40
"On the Eve",Fiction,Vejle,2005-08-05,42
"Tarzan and the Ant Men","Science Fiction",Herning,2005-01-28,93
"The Dragon Waiting: A Masque of History","Alternate history",Maribo,2005-01-11,60
Netherland,Fiction,Svendborg,2005-03-22,98
Savvy,"Speculative fiction",Kolding,2005-10-20,93
"Raven Rise","Children's literature",Slagelse,2005-04-22,89
SLEEPY,"Speculative fiction",Esbjerg,2005-04-30,17
"The Anome","Science Fiction",Viborg,2005-02-11,41
"Blue Moon",Fantasy,Vordingborg,2005-06-09,6
"Ang Tala sa Panghulo",Novel,Randers,2005-05-26,49
"Soccer Comes First","Children's literature","Sorø",2005-11-06,17
"Planet X","Science Fiction","Hjørring",2005-12-19,39
"The Boy Who Kicked Pigs",Novel,Thisted,2005-03-04,57
Loamhedge,"Children's literature",Copenhagen,2005-12-23,54
"The 35th of May, or Conrad's Ride to the South Seas","Children's literature",Kalundborg,2005-06-23,68
"Mistress of Spices","Speculative fiction","Holbæk",2005-06-10,72
"Modesty Blaise",Comics,Slagelse,2005-10-06,26
"The Princess Diaries, Volume IV: Princess in Waiting","Young adult literature","Nørresundby",2005-07-23,14
"Hunters of Dune","Science Fiction",Skagen,2005-06-15,54
"The Perilous Gard",Fantasy,Nyborg,2005-12-13,40
"The Dark",Fiction,Maribo,2005-04-05,60
"The Boy Who Grew Flowers","Picture book",Odense,2005-06-16,10
"The Riders",Fiction,Viborg,2005-10-11,66
"The Husband",Thriller,"Hillerød",2005-10-02,76
Zeroville,"Speculative fiction",Frederikshavn,2005-07-11,63
"A Case of Conscience","Science Fiction",Aarhus,2005-03-10,20
Non-Stop,"Science Fiction",Aarhus,2005-11-27,43
Tulku,"Speculative fiction",Holstebro,2005-04-02,20
"Sandworms of Dune","Science Fiction",Kalundborg,2005-11-26,67
"Strip Tease",Mystery,Ribe,2005-04-25,37
"In the Night Kitchen","Children's literature",Nyborg,2005-06-13,90
"Mr. Monk and the Two Assistants",Mystery,Kolding,2005-03-04,13
"The Yiddish Policemen's Union: A Novel","Alternate history",Frederiksberg,2005-10-23,69
"The Gilded Age: A Tale of Today",Novel,Odense,2005-07-28,89
"The Roots of the Mountains",Fantasy,Haderslev,2005-06-30,54
"Them Bones","Science Fiction",Nyborg,2005-06-27,81
"Anne's House of Dreams","Young adult literature",Thisted,2005-01-12,27
"Rainbow Valley","Children's literature",Randers,2005-03-27,17
"Camber the Heretic","Science Fiction",Gentofte,2005-04-06,57
"The New Republic",Satire,Odense,2005-02-02,38
"Book of a Thousand Days",Fantasy,"Helsingør",2005-07-05,74
"The Astonishing Life of Octavian Nothing, Volume 1: The Pox Party","Speculative fiction",Nakskov,2005-03-22,60
"The Princess Diaries, Volume VIII: Princess on the Brink","Young adult literature",Skive,2005-04-16,71
"The Bourne Ultimatum",Thriller,Kalundborg,2005-04-16,89
"The Thirteenth Tale",Thriller,Nyborg,2005-08-20,96
"The Genius and the Goddess","Romance novel",Silkeborg,2005-12-27,100
"Morning, Noon and Night","Crime Fiction",Roskilde,2005-07-13,53
"The Secret River","Historical fiction",Silkeborg,2005-08-23,33
"The Werewolf of Paris","Historical fiction",Vejle,2005-12-16,96
"The Night of Wenceslas",Thriller,Skagen,2005-06-07,20
Whirlwind,"Speculative fiction",Herning,2005-06-19,58
"Tom Swift and His Aerial Warship","Young adult literature",Gentofte,2005-10-12,57
Zodiac,Non-fiction,Skagen,2005-11-20,30
"The Elf Queen of Shannara","Children's literature",Herning,2005-01-19,57
"I Know What You Did Last Wednesday","Children's literature","Nykøbing Falster",2005-06-10,5
"The Physick Book of Deliverance Dane","Historical novel",Roskilde,2005-01-24,70
"Falcons of Narabedla","Science Fiction",Vordingborg,2005-09-01,97
"Bitter Lemons",Reference,Skagen,2005-07-04,64
"Children of the Storm",Mystery,Roskilde,2005-11-29,15
"In His Image","Science Fiction",Slagelse,2005-04-19,80
Silverwing,Fantasy,Esbjerg,2005-02-02,47
"The Fountainhead",Fiction,Herning,2005-10-27,46
"The Footprints of God",Thriller,"Tønder",2005-01-21,89
"The Devil's Company",Mystery,Holstebro,2005-03-19,30
"A Letter of Mary",Mystery,"Hillerød",2005-06-18,51
"Human Action",Treatise,Skive,2005-09-03,60
Desecration,Novel,Esbjerg,2005-09-10,49
Tomorrow,Fiction,"Nykøbing Falster",2005-08-30,35
"Mistress of the Empire","Speculative fiction",Herning,2005-01-08,68
Syrup,Satire,Maribo,2005-04-02,5
"Midnight Whispers","Gothic fiction",Horsens,2005-02-10,33
"The House of the Spirits","Autobiographical novel","Sorø",2005-03-08,80
Schism,"Science Fiction","Helsingør",2005-12-13,20
Gateway,"Science Fiction",Skagen,2005-03-21,50
"Total War: 2006","Alternate history",Skive,2005-09-12,80
"A Modern Instance","Literary realism",Holstebro,2005-09-02,94
"The Elves of Cintra","Speculative fiction",Horsens,2005-02-08,13
"Surviving the Applewhites","Children's literature","Helsingør",2005-07-05,35
"Dragon War","Speculative fiction",Kalundborg,2005-03-12,87
"Children of the Jedi","Science Fiction",Roskilde,2005-11-12,97
"Our Friends from Frolix 8","Science Fiction","Hillerød",2005-10-16,20
Dossouye,Fantasy,Nyborg,2005-03-05,64
Shantaram,Novel,Haderslev,2005-03-12,60
"Yours Turly, Shirley","Children's literature","Hjørring",2005-07-01,41
Burned,Fantasy,Copenhagen,2005-04-02,58
"Uhura's Song","Science Fiction","Nykøbing Falster",2005-03-03,83
"Moll Flanders",Novel,"Hillerød",2005-01-31,75
"Scaramouche: A Romance of the French Revolution","Historical novel",Skive,2005-07-09,53
"First Love",Novel,Roskilde,2005-04-11,40
"The Dark Goddess",Thriller,"Helsingør",2005-03-09,22
"Children and Television: Lessons from Sesame Street",Non-fiction,"Helsingør",2005-01-04,34
"Bend Sinister",Dystopia,"Nykøbing Falster",2005-11-28,31
"Foundation and Earth","Science Fiction",Frederikshavn,2005-09-06,6
"An Open Swimmer",Fiction,Fredericia,2005-06-01,61
"The Hollow Needle","Crime Fiction",Randers,2005-01-02,31
"The Bishop",Novel,Skagen,2005-08-18,67
"Madeline's Rescue","Picture book",Nyborg,2005-04-23,74
"As For Me and My House",Novel,Herning,2005-06-21,5
"The Golden Age","Hard science fiction",Skive,2005-04-07,80
"Anne Frank and Me","Speculative fiction",Viborg,2005-07-02,79
"Travels with Herodotus",Non-fiction,Skagen,2005-09-22,31
"The Girl Who Loved Tom Gordon: A Novel",Fiction,Thisted,2005-05-18,82
"Tell Me Your Dreams",Thriller,Kalundborg,2005-04-16,51
"Little Lord Fauntleroy","Historical fiction",Kolding,2005-01-14,86
"Castle Rackrent",Fiction,Kolding,2005-05-29,79
"Son of Scarface",Autobiography,Vordingborg,2005-12-24,97
"The Lost Fleet: Dauntless","Science Fiction",Fredericia,2005-08-19,8
"In the Line of Fire: A Memoir",Memoir,Randers,2005-06-03,75
"Lady Oracle","Speculative fiction",Haderslev,2005-10-05,49
"Pig Island",Thriller,Slagelse,2005-09-02,37
Stormblade,"Speculative fiction",Kalundborg,2005-01-01,46
"Magic Steps","Science Fiction",Aarhus,2005-10-04,90
"Zuckerman Unbound",Fiction,Nakskov,2005-04-16,5
"Blue Willow","Children's literature","Nørresundby",2005-04-22,80
"The Fire Rose","Speculative fiction",Fredericia,2005-02-01,35
Scoop,"Children's literature",Nyborg,2005-05-29,91
"Aunt Jane's Nieces Abroad","Young adult literature","Sønderborg",2005-05-11,24
